X,Y,OBJECTID,COD_SIG,IDTIPO,INF_NOME,INF_MORADA,INF_TELEFONE,INF_FAX,INF_EMAIL,INF_SITE,INF_DESCRICAO,INF_FONTE,INF_MUNICIPAL,GlobalID
-9.150233072765262,38.777965197610307,100,301,9,Sem título (Botero),"Avenida  Nuno Krus Abecassis, (antiga Avenida 4 do Alto do Lumiar), Parque Oeste",,,,,"Escultura em bronze, da autoria de Fernando Botero, inaugurada, em Maio de 2005, pelo magnata chinês Stanley Ho, no Parque Oeste, na Alta de Lisboa.",-,0,360590d4-7289-4c7c-9c10-b28f1739bcdf
-9.180246717062321,38.740843299068239,101,203,9,Cabeça de Mulher,"Rua de São Domingos de Benfica, Parque Bensaúde",,,,,"Peça em bronze, representando a cabeça de uma mulher, esculpida por Laranjeira Santos e inaugurada em 2003, por iniciativa camarária, no Parque Bensaúde.

",-,1,d1064005-c35c-459a-89a2-ea820a1f9bbe
-9.140021270753788,38.720556784615184,102,30,9,Dr. Sousa Martins,Campo dos Mártires da Pátria,,,,,"José Tomás de Sousa Martins (1843-1897),foi um distinto médico,cientista,investigador,professor e escritor da 2ª metade do séc. XIX.A sua atitude humanista de não receber honorários dos mais desfavorecidos valeu-lhe o epíteto de ""Pai dos Pobres"",a ponto de ter sido alvo de verdadeiro culto popular,após o seu desaparecimento.Culto esse,que ainda hoje se mantem.Com uma altura total de cerca de 10 m,o monumento em sua homenagem foi erigido através de subscrição pública e executado por Costa Motta (tio) entre 1904 e 1907,ano da sua inauguração no Campo dos Mártires da Pátria,frente à Faculdade de Ciências Médicas.De uma base quadrangular,servida por degraus,eleva-se um soco,com arestas cortadas por planos em diagonal,rematados por mísulas invertidas,a partir do qual emerge um plinto,em forma de coluna lisa,rematado superiormente por ligeiros ornatos curvilíneos.Sobre este pedestal,em pedra,assenta a estátua em bronze de Sousa Martins,representado de pé,vestindo a toga de professor e com o gesto expressivo de quem explica uma lição,traduzindo o seu perfil de professor e orador.Uma outra figura,jovem,encontra-se sentada na base do monumento,numa atitude tranquila e reflexiva,segurando um livro aberto no braço direito.Há quem defende que ela representa a ""Ciência"",outros interpretam-na como a ""Juventude Estudiosa"".


",-,1,b5452ab8-194d-4c7a-8776-c5d4dfd87651
-9.154517800413608,38.707023869835609,103,181,9,Ramalho Ortigão,"Largo de Santos, Jardim Nuno Álvares ou Jardim de Santos",,,,,"Construída por iniciativa da Câmara Municipal de Lisboa e modelada, em 1954,pelo escultor Numídico Bessone, foi inaugurada em 1957, no Jardim de Nuno Álvares, em Santos-o-Velho. Esta estátua em bronze patinado, de tamanho natural, assente num bloco de granito, que funciona como base, representa o jornalista e escritor, Ramalho Ortigão, contemplando o rio, vestido com um capote pousado nos ombros, que lhe desce até aos pés, indumentária característica de Novecentos (1954-1957), época da construção do monumento.
 
",-,1,b783027a-31fb-4bd4-921f-4a0f4a5999c6
-9.181756105030269,38.708081764223216,104,275,9,Ferreira Lapa,Tapada da Ajuda,,,,,"João Inácio Ferreira do Lapa (1823-1892), agrónomo notável, professor, académico e investigador do séc. XIX, encontra-se homenageado na Tapada da Ajuda, junto ao Instituto Superior de Agronomia, através de um busto em bronze assente sobre pedestal de pedra, decorado com parras e cachos de uvas, onde pode ler-se a seguinte inscrição: A/JOÃO.IGNACIO/FERREIRA.LAPA/MESTRE/DOS/AGRONOMOS/PORTUGUESES/PROFESSOR.ILUSTRE/HOMENAGEM/DO/INSTITUTO/
SUPERIOR.DE.AGRONOMIA. É uma obra de José Pereira, inaugurada em 1917.

",-,0,77a0504e-3d05-4027-9b6b-f61d86c3b313
-9.141659047738766,38.73906620670099,105,278,9,Figura masculina (sem título),"Rua do Arco do Cego, Jardim das Estátuas",,,,,"Estátua em pedra, que representa uma figura masculina, assente sobre base quadrangular de cimento. Faz parte de um conjunto de duas estátuas colocadas simetricamente no Jardim do Bairro Social do Arco do Cego, também denominado Jardim das Estátuas.

",Junta de Freguesia de São João de Deus,0,edd8a700-c9d2-4465-9106-69ce1c39c640
-9.133728846174678,38.713409776034673,106,99,9,Nú Feminino,Castelo de São Jorge,,,,,"Peça em pedra, representando uma figura feminina nua, ajoelhada, sobre pedestal quadrangular em cimento. É uma peça executada em 1948, pelo escultor António Duarte e colocada no Castelo de São Jorge.

",-,1,944e5b79-8a89-4a77-a044-0233f8156e0d
-9.158697588667058,38.715100144176525,107,146,9,João de Deus,Jardim Guerra Junqueiro (Jardim da Estrela),,,,,"João de Deus (1830-1896), ficou conhecido como poeta lírico, dos maiores da língua portuguesa, e pedagogo,tendo sido ele o autor da Cartilha Maternal, publicada em 1876. Este método de ensino da leitura às crianças, declarado nacional, alfabetizou, durante décadas, milhares de portugueses por todo o país, e valeu-lhe, em 1888, a sua nomeação para Comissário Geral do Ensino da Leitura. Por iniciativa da Câmara Municipal em colaboração com a Associação dos Jardins-Escola João de Deus, foi erguida, em sua homenagem, uma estátua de bronze, com 2,50m de altura e 2900 kg de peso, assente sobre pedestal quadrangular em pedra. Esta obra de José Laranjeira Santos foi executada segundo original de Leopoldo de Almeida e inaugurada, em 14 de Novembro de 1996, no Jardim da Estrela.

",-,1,89c254ab-9bc4-4e68-be61-5835cb4d34c1
-9.156971052742135,38.762715336089798,108,264,9,Francisco Stromp,Rua Francisco Stromp,,,,,"Francisco Stromp (1891-1930), um dos primeiros desportistas portugueses e um dos fundadores do Sporting Clube de Portugal, em 1906, encontra-se homenageado através de um busto de bronze, assente sobre um pedestal de calcário amarelo de Negrais. Executado por Alves André, foi oferecido por Jaime Duarte, antigo dirigente do Clube, à Câmara Municipal de Lisboa e inaugurado, em Julho de 1994, na Rua Francisco Stromp, junto ao Estádio do Sporting.

",-,0,aa783d0c-32a5-451f-9b5b-204a3fc6f3bb
-9.216592809477669,38.692012698955594,109,281,9,Homenagem aos Descobridores Portugueses,"Cais da Princesa, (junto à Torre de Belém)",,,,,"Placa em bronze de Homenagem aos Descobridores Portugueses, adossada a uma pedra de forma irregular, inaugurada pelo Presidente da República, Dr. Mário Soares, na abertura oficial das Comemorações Nacionais dos Descobrimentos Portugueses, em 10 de Junho de 1987.

",-,0,4354b06c-376e-4b86-8cd3-3ce1c45e51d3
-9.154192195259069,38.735646920852716,110,101,9,Castle of the Eye III,"Rua Dr. Nicolau de Bettencourt, (Entrada do CAM na Fundação Calouste Gulbenkian)",,,,,"Peça composta por quarto cubos, cuja verticalidade traduz uma silhueta totémica. Executada em mármore pelo escultor japonês, Minoru Niizuma, para integrar a exposição individual com peças exclusivamente talhadas em Portugal, que se realizou no Centro de Arte Moderna em 1986, foi posteriormente adquirida pela Fundação Calouste Gulbenkian. Trata-se de uma escultura não figurativa, minimalista, inserida num abstracionismo geométrico de natureza simbólica, que afirma o seu volume geométrico básico ao descrever em todas as faces pequenos degraus concêntricos, de arestas algo incertas, evidenciadas pela irregularidade dos veios do mármore, para além de proporcionar uma ilusão ótica, onde o côncavo passa a convexo e as pirâmides anteriormente percecionadas de forma invertida, a partir da base, são agora visíveis a partir do topo.",-,0,a1f51e9f-e4d3-402f-b01d-2c954cde97b1
-9.152927488611599,38.736431486638622,111,46,9,Satyricon I,"Avenida de Berna, Jardim da Fundação Calouste Gulbenkian",,,,,"Peça de 1981, executada em bronze, numa linguagem abstratizante, onde o escultor, Reuben Nakian, procurou a renovação das representações mitológicas da Antiguidade Clássica, através de um contraste de texturas e volumetrias, que produzem os componentes femininos e masculinos, humanos e animais do rapto da mulher pelo sátiro.

",-,0,61cd253e-aef8-4830-8c27-43e31a35348d
-9.186277467789058,38.719645846255389,112,217,9,Mãe e Filho,Estrada do Alvito,,,,,"Peça figurativa que evoca a relação maternal, onde as figuras da mãe e do filho, executadas em bronze, assentam sobre uma base de pedra. Esta obra, da autoria de João Farinha, foi inaugurada, em 1964, no Parque Infantil do Alvito.

",-,1,c6a23092-8c39-47fe-9e40-1e6d7afa4bf6
-9.094425373181592,38.767052733866976,113,93,9,Rizoma,"Rossio dos Olivais, (junto ao Pavilhão de Portugal no Parque das Nações)",,,,,"Executada em 1998 por Antony Gormley, esta peça traduz uma escultura em ferro, cuja estrutura, composta por nove figuras humanas, em tamanho natural, que se encaixam umas nas outras, sugere-nos os ramos de uma árvore.

",-,0,f82d8191-270d-45eb-9744-10e2ae176369
-9.136773830458962,38.755026622876976,114,159,9,João de Deus Ramos,"Rua de São João de Brito, Jardim das traseiras da Igreja de São João de Brito",,,,,"Monumento erigido em homenagem a João de Deus Ramos (1873-1953), filho do poeta João de Deus e fundador dos Jardins-Escola João de Deus, tal como atesta uma inscrição na base do monumento. Este busto de bronze incrustado numa base amorfa de pedra foi executado pelo escultor Raul Xavier, segundo projecto do arq. Diogo Lino. A iniciativa da sua construção partiu da Associação dos Jardins-Escola João de Deus, através de subscrição pública, tendo sido inaugurado, em 15 de Novembro de 1978, para comemorar o 1º centenário do nascimento do poeta, no jardim das traseiras da Igreja de S. João de Brito, em Alvalade.

",-,1,0fa531e5-e5d3-425e-870c-5ff399531350
-9.161226583347087,38.753455468792112,115,115,9,Esquiadora,"Avenida  Professor Egas Moniz, (Estádio Universitário)",,,,,"Estátua de bronze assente sobre base cilíndrica de pedra, representa uma figura feminina, de tamanho natural, com indumentária para esquiar. Obra de Gabriela, foi executada em 1958 para o Estádio Universitário.

",-,0,28d00df9-0373-4ecf-9a2d-daafc66e49bf
-9.13100909693903,38.716159259904771,116,137,9,Mãe e Filho,"Largo da Graça, Jardim Augusto Gil",,,,,"Peça figurativa, possivelmente influenciada pela ""Flora"" de Carpeaux, que representa uma figura feminina com uma criança, evocando a relação maternal. Executada, em 1957, em bronze, apresenta 1,50 m de altura e assenta sobre pedestal de pedra, encontrando-se colocada no Jardim Augusto Gil, no Largo da Graça.

",-,1,634cc8dd-ae60-4f37-9c79-9372b678736e
-9.15354665691277,38.719263396778523,117,260,9,Sem título (Anatole Calmels),Rua da Escola Politécnica,,,,,"O portal do Palácio Palmela (Procuradoria Geral da República), na Rua da Escola Politécnica, exibe duas estátuas figurativas, que representam alegoricamente o ""Trabalho"" e a ""Força Moral"", modeladas em pedra e executadas, em 1902, por Anatole Calmels.

",-,0,2ac6dfaa-479c-4750-bba2-0ef040f8cba6
-9.155980617920564,38.75984236363945,118,3,9,Cruzeiro das Laranjeiras,"Campo Grande, 398 (Jardim do Palácio do Conde de Vimioso)",,,,,"O Cruzeiro das Laranjeiras, actualmente localizado no pátio do Palácio do Conde de Vimioso, ao Campo Grande, foi mandado erguer, possivelmente na 2ª metade do séc. XV, por Pedro Eanes, morador em Lisboa, no extremo da Quinta das Laranjeiras à Estrada de Benfica, facto que esteve na origem do seu nome. A transferência do local ocorreu após o cruzeiro ter sido desmontado para restauro, em 1914, e posteriormente recolocado nos terrenos do já referido palácio. Classificado como Monumento Nacional, trata-se de uma peça gótica, que foi objecto de várias transformações ao nível da base e do fuste. Assente num soco quadrangular escalonado emerge uma coluna lisa desprovida de base, coroada por capitel de cesto, decorado com elementos vegetalistas e encimado por ábaco circular com inscrição gótica, que atesta a acção mecenática de Pedro Eanes. Acima do capitel desenvolve-se uma cruz latina, cujos braços terminam em flor-de-liz, apresentando numa face a imagem de Cristo Crucificado e na face oposta a da Virgem com o Menino, ambas esculpidas em relevo.

",-,0,4df052ac-784d-49a5-b588-e5ec50524cf9
-9.121413178089711,38.771154867500869,119,54,9,João Ferreira do Amaral,Alameda da Encarnação,,,,,"João Ferreira do Amaral (1801-1849), militar e político português da primeira metade do séc. XIX, foi governador de Macau, tendo ficado para a história por ter conseguido conquistar a autonomia do território face à China. Em sua homenagem foi erigida uma estátua de bronze assente sobre pedestal em pedra, da autoria do escultor Maximiano Alves, inaugurada em Macau, em 24 de Junho de 1940. A mudança da administração do território macaense implicou a transferência da estátua para Lisboa, que foi inaugurada no Bairro da Encarnação, em Dezembro de 1999.
",-,1,3f418c9c-f09d-439f-b8a6-a402cc5aaa78
-9.140945864454899,38.71944347179366,120,41,9,Cruzeiro na Xuventude de Galicia - Centro Galego de Lisboa,"Rua  Júlio de Andrade, 3-3A (Xuventude de Galicia - Centro Galego de Lisboa)",,,,,"Cruzeiro em pedra erguido por iniciativa da Xuventude de Galicia - Centro Galego de Lisboa, local, no exterior do qual se encontra localizado, para comemorar a inauguração do seu centro social, em 18 de Junho de 1988, no palacete oitocentista, da Rua Júlio de Andrade, nº 3, em Lisboa. Assente sobre um degrau e base quadrangular, ergue-se uma coluna rematada por capitel decorado com elementos vegetalistas e antropomórficos, o qual é coroado por uma cruz com Cristo. O cruzeiro exibe, ainda, duas outras figuras, uma a meio da coluna e a outra na parte de trás da cruz. Na sua base podemos ler as seguintes inscrições, consoante as suas faces esquerda, frontal e direita, respectivamente: ""À DEPUTACION/PROVINCIAL/DE PONTEVEDRA/A XUVENTUD/DE GALICIA/CENTRO GALEGO""; ""NA INAUGURACION/DO SEU/CENTRO SOCIAL/18-6-88; SENDO PRESIDENTE/O ILMO. SR. D./JOSE CUINA CRESPO"".

",-,0,cf0e754b-60a0-4275-b203-9ab6d99c6788
-9.151895834593244,38.728913286956924,121,229,9,A Arte,Parque Eduardo VII de Inglaterra,,,,,"Obra de Raul Xavier, A Arte, datada de 1935, é uma escultura em pedra,  representando uma figura feminina majestática e simbólica, que decora o acesso principal do atual Pavilhão Carlos Lopes (Antigo Pavilhão das Indústrias ou dos Desportos) em conjunto com A Ciência. Trata-se de uma alegoria à Arte, cujos atributos incluem pincéis, maceta e escopro, na mão esquerda, e um torso na mão direita, fazendo alusão à pintura e à escultura.

",-,1,daf28a48-6f0b-4cb9-a46e-8c39e9ce10b9
-9.142233483532006,38.710513214983969,122,10,9,Chiado (António Ribeiro),Largo do Chiado,,,,,"António Ribeiro, mais conhecido por ""Chiado"", era natural de Évora. Depois de abandonar a Ordem dos Franciscanos veio residir para Lisboa, onde mostrou ser um poeta repentista, improvisador, actor e ventríloquo. Faleceu em 1591. A sua estátua, em bronze, obra de Costa Motta (tio), assenta sobre um plinto paralelepipédico, de estilo clássico, em pedra lioz, projectado pelo arqº Alexandre Soares. Implantada por iniciativa da veareação municipal no Largo do Chiado, esta escultura foi inaugurada a 18 de Dezembro de 1925, vindo preencher o espaço vazio deixado pela demolição, nos anos 80 do séc. XIX, do grande Chafariz do Loreto. O poeta encontra-se sentado numa banqueta, evidenciando uma atitude de contador de histórias. Apresenta a mão direita estendida para a frente num gesto largo, pendendo a cabeça ligeiramente. O braço oposto e respectiva mão caiem sobre o colo. Por sua vez, o rosto expressivo denota um momento em que o poeta conta ou fala ao público.

",-,1,1638a8e2-38a1-4a50-8a6a-fc7530966186
-9.20443339255657,38.725422703231523,123,198,9,A Banhista,"Estrada da Circunvalação, Parque Municipal de Campismo de Monsanto",,,,,"Mandada executar por iniciativa camarária, é obra de Leopoldo Batalha, tendo constituído a tese (prova de curso) do escultor. Escultura de um nú feminino modelada  em bronze, assente sobre uma base paralelepipédica de betão armado forrado a lioz.

",-,1,26232de0-c0a4-4a5b-adf8-11f3a50e9a19
-9.138936236146277,38.754766696706469,124,258,9,1ª Travessia Aérea do Atlântico Sul,Largo Frei Heitor Pinto,,,,,"Monumento erigido por iniciativa da Câmara Municipal de Lisboa, em homenagem à travessia aérea do Atlântico Sul, efectuada, pela primeira vez, entre Março e Junho de 1922, pelo oficial da marinha Gago Coutinho e o piloto Sacadura Cabral. Obra do escultor Laranjeira Santos e do arq. Rodrigues Fernandes, é composta por uma estrutura em aço inoxidável, que sugere o tipo de avião utilizado na travessia e uso do sextante como instrumento de navegação, assente num pedestal em betão com formas geométricas.Inaugurado, em 17 de Junho de 1972, num lago junto à Torre de Belém, que simbolizava o oceano atravessado, foi recolocado, em 2001, na rotunda do cruzamento da Avenida da Igreja com a Avenida Rio de Janeiro, em frente ao Largo Frei Heitor Pinto.

",-,1,71b73939-133b-474f-b774-8cdd6152ea56
-9.13801928082002,38.723482799467114,125,194,9,D. Catarina de Bragança,Paço da Rainha,,,,,"D. Catarina de Bragança (1638-1705), filha do duque de Bragança, que foi o nosso rei D. João IV, nasceu em Vila Viçosa e foi rainha de Inglaterra, através do seu casamento com Carlos II, entre 1662 e 1685. Após a morte de seu marido, regressou ao nosso país em 1693 e por duas ocasiões foi regente de Portugal, nomeadamente,em Maio de 1701, quando seu irmão, o rei D. Pedro II comandou o exército português na Guerra de Sucessão Espanhola e, em 1705, quando o monarca adoeceu gravemente. O seu busto de bronze assente sobre pedestal em pedra, obra da autoria do escultor britânico Tim Fargher, foi oferecida à cidade de Lisboa pela British Historical Society of Portugal, por ocasião da visita da rainha Isabel II a Portugal, e inaugurada no Paço da Rainha em 2002.

",-,0,4d57182e-bb68-42d3-9abf-93bd862944c8
-9.094535791401354,38.781161265581481,126,285,9,Kanimambo,"Largo das Bicas, (Parque das Nações)",,,,,"Kanimambo constitui uma homenagem de agradecimento prestada a todos os trabalhadores que participaram na construção da EXPO 98. À semelhança de um parque infantil, este conjunto de estruturas em alumínio, aço e cimento remetem-nos para a ideia de estaleiro de construção civil. Peça da autoria de Ângela Ferreira, datada de 1998, foi inaugurada, nesse mesmo ano, no Largo das Bicas ao Parque das Nações.

",-,0,49c7314d-de1a-4621-bbc3-54ae82f5a0c4
-9.213942862034516,38.69220822652391,127,153,9,Gago Coutinho e Sacadura Cabral,"Cais da Princesa, Jardim da Torre de Belém",,,,,"Monumento que reproduz em tamanho natural o hidrovião ""Lusitânia"" utilizado, por gago Coutinho e Sacadura Cabral, na primeira travessia do Atlântico Sul, rumo ao Brasil, em 1922. Inaugurado em 15 de outubro de 1991, no Jardim da Torre de Belém, é composto por um elegante plinto arquitetónico de betão, forrado de granito, sobre o qual assenta um hidroavião em aço inox, com as mesmas medidas do original, em cujo interior, sugerindo presença humana, estão modelados os bustos em bronze dos aviadores, executados de feição muito realista e em tamanho natural. A obra escultórica é da autoria do Mestre Domingos Soares Branco, enquanto que a obra arquitetónica pertence aos arqs. Eduardo Martins Bairrada e Leopoldo Soares Branco.

",-,1,eb2b6fc6-cdc1-4f0c-94fb-7abe218b4c6c
-9.142148979911546,38.736252413016821,128,314,9,Memorial a Jorge Luís Borges,"Rua de Dona Filipa de Vilhena, Jardim do Arco do Cego (frente à Embaixada da Argentina)",,,,,"Memorial em homenagem ao escritor argentino Jorge Luís Borges, (1899¿1986), inaugurado, em 12 de Dezembro de 2008, no Jardim do arco do Cego, em frente à Embaixada da Argentina, na presença do Presidente da Câmara Municipal de Lisboa, António Costa, do Embaixador da Argentina, Jorge Faurie, da viúva do escritor homenageado, Maria Kodama, e do escritor José Saramago. Doado à cidade de Lisboa pela Casa da América Latina, por ocasião do seu 10º Aniversário, é uma obra da autoria do escultor argentino Frederico Brook, executada em Portugal pelo canteiro Avelino Baleia. Com cerca de 2 metros de altura e 2 toneladas de peso, é composto por uma nuvem de mármore, que simboliza a imaginação do escritor, por uma mão de bronze, feita a partir de um molde que o escultor fez da mão de Borges em vida, e por uma base em granito português cinzento-escuro, onde pode ler-se a inscrição de parte do poema Os Borges, no qual o escritor faz referência às suas origens portuguesas.
",-,1,23586bca-c17d-4eaa-9d39-6926a8c30c28
-9.206528583599363,38.700543759452422,129,263,9,Pina Manique,Rua dos Jerónimos,,,,,"Diogo Inácio de Pina Manique (1733-1805), fidalgo, Intendente Geral da Polícia do reino, foi o criador da Casa Pia, na década de 80 de Setecentos. A sua estátua de bronze evidencia-se de um bloco, também, de bronze.Mandada executar por iniciativa da Casa Pia de Lisboa é da autoria de Helder Baptista, tendo sido inaugurada, em 1990, na Rua dos Jerónimos.

",-,1,ab639302-45d7-4884-a24a-95cae22bdc53
-9.164348747287329,38.764496043164918,130,122,9,Ricardo Jorge,"Rua  Alfredo Trindade, (junto ao Instituto Nacional de Saúde Dr. Ricardo Jorge)",,,,,"Ricardo Jorge (1858-1939), grande vulto da ciência portuguesa do final do séc. XIX e início do séc. XX, contribuiu para o avanço em domínios como o da Saúde Pública. Em sua homenagem foi erguida uma estátua de pedra, obra de António Paiva, inaugurada, em 1973, junto ao Instituto Nacional de Saúde Dr. Ricardo Jorge, na Av. Padre Cruz.

",-,0,9a757fa0-5401-40db-894e-9a3ec919cec7
-9.143648721769962,38.718318194208344,131,4506,9,Tejo,Avenida da Liberdade,,,,,"Estátua-fonte de pedra, de tamanho um pouco superior ao natural, que simboliza o Rio Tejo, representado por uma figura masculina à semelhança de um deus, atento ao evoluir das margens. Esta escultura alegórica realizada por Alexandre Gomes, em 1780,  para o Chafariz do Campo de Santana (nunca edificado), foi posteriormente reutilizada no arranjo do Passeio Público, encontrando-se colocada no topo Norte de um lago a Nascente da Avenida da Liberdade.

",-,1,776820c8-6b45-4dc3-8f3b-044d6387a973
-9.158721040085883,38.715786483361278,132,24,9,Pedro Álvares Cabral,Avenida Álvares Cabral,,,,,"Monumento dedicado, em especial, à descoberta do Brasil, em 22 de Abril de 1500, pelo navegador e guerreiro Pedro Álvares Cabral. Constituído por um grupo escultórico de bronze sobre uma base de pedra, da autoria do escultor brasileiro Rudolfo Bernardelli, foi oferecido pelo Brasil e inaugurado na Avenida Pedro Álvares Cabral, em 1940.

",-,1,03af2b55-c4b8-44b5-8186-db824dcfd38b
-9.15340877000823,38.75424958133955,133,85,9,Monumento ao Metropolitano de Lisboa/Ribeira das Naus,"Alameda da Universidade, junto ao Campo Grande",,,,,"Conjunto escultórico designado por ""Ribeira das Naus"", também conhecido como ""Monumento ao Metropolitano de Lisboa"", da autoria do escultor João Charters d'Almeida, executado em 1995 e inaugurado em Julho/Agosto do mesmo ano, na zona do relvado da Av. Ribeira das Naus. Composto por seis arcos em chapa metálica pintados a vermelho vivo e por uma aduela de betão em tamanho natural, idêntica às utilizadas na construção dos túneis do metro, este monumento evidencia, no espaço onde está colocado, o diálogo existente entre a superfície verde da relva e a massa líquida do rio, destacando-se pela geometria das suas formas e pela intensidade da sua cor, que parecem trazer à superfície, de forma abstracta, o sentido de circularidade dos percursos do metropolitano. Actualmente, este conjunto escultórico, marcado por uma síntese geométrica de cariz arquitectónico, encontra-se instalado na Alameda da Universidade, junto ao Campo Grande, funcionando como um pórtico de entrada ao campus universitário, evidenciando a relação cada vez mais próxima entre a cidade e a universidade.

",-,1,251fa400-4afa-4da3-a9ab-e76ba3be8ce2
-9.162650433733683,38.752695264822258,134,113,9,O Atleta,"Avenida  Professor Egas Moniz, (Estádio Universitário)",,,,,"Estátua de bronze, assente sobre base quadrangular de pedra, representa uma figura masculina, de tamanho natural, que pratica desporto, neste caso particular algum desporto com bola. Obra de Helder Baptista, foi executada em 1955 para o Estádio Universitário.

",-,0,560a1b3f-242a-4e12-8854-04d952f2e48a
-9.160378906095552,38.715258611818591,135,1705,9,"Alegoria (Escultura em lago, c/ leão)",Jardim Guerra Junqueiro (Jardim da Estrela),,,,,"Alegoria que traduz uma estátua-fonte em pedra, colocada junto de um lago do Jardim da Estrela, representando uma figura masculina, à semelhança de um deus, que segura um leão, de cuja boca sai água em jorros para dentro do lago. De origem desconhecida, evidenciando um tratamento académico, poderá corresponder a uma de duas estátuas que representam os rios e que foram cedidas à Câmara, em 1876, pela Real Academia de Belas Artes.

",-,1,90499a7e-e8a5-4535-90d9-aa43e976b2c4
-9.168356974389509,38.712096009705149,136,270,9,Possidónio da Silva,Rua Possidónio da Silva,,,,,"Arquitecto e arqueólogo, fez a sua formação em Paris e Roma. No reinado de D. Pedro IV foi chamado a dirigir a renovação dos principais palácios e edifícios públicos. Para além de Arquitecto da Casa Real, foi Moço da Real Câmara, Cavaleiro da Ordem da Torre e Espada e Presidente da Comissão dos Monumentos Nacionais. Fundou ainda um museu arqueológico, o qual reunia uma colecção de peças de inegável valor e o Albergue dos Inválidos do Trabalho. Em homenagem a esta personalidade, o seu busto de bronze, assente sobre pedestal de pedra, foi colocado na Praceta da Rua Possidónio da Silva e inaugurado em 5 de Julho de 1968. É uma obra do escultor francês A. Vasselot, datada de 1882.

",-,0,64bb34b4-11a4-4685-90d9-5968c175f06a
-9.162976275145125,38.704546217644662,137,180,9,José António Marques,"Rua  Presidente Arriaga, Jardim Nove de Abril ou Jardim da Rocha do Conde de Óbidos",,,,,"José António Marques (1822-1884), foi um grande vulto da medicina do séc. XIX português, destacando-se como cirurgião, para além de ter sido o fundador da Cruz Vermelha Portuguesa, em 1865. Por iniciativa da referida instituição e em  homenagem a tão ilustre figura, foi executada uma peça em granito, de configuração irregular, com a sua efígie em bronze e inscrição. Este monumento, executado por Baltazar Manuel Bastos, foi inaugurado, em 8 de Novembro de 1984, no Jardim Nove de Abril ou da Rocha do Conde de Óbidos.

",-,1,b4cfb72d-7a34-4560-b54d-bd58c2e7e1de
-9.123432094080055,38.715549785837652,138,197,9,Bernardino António Gomes (Filho),Largo Dr. Bernardino António Gomes (Pai),,,,,"Bernardino António Gomes (1806-1877), com o mesmo nome do seu pai, seguiu-lhe a carreira médica. Doutor em Medicina pela Faculdade de Paris e formado em Matemática pela Universidade de Coimbra, destacou-se por ter sido o primeiro médico português a utilizar o clorofórmio e um aparelho de inalação de éter, revolucionando a técnica da anestesia. O busto de bronze assente sobre pedestal de pedra erigido em sua homenagem é uma obra do escultor Costa Motta (sob.), inaugurada em 1930, na Praça Dr. Bernardino António Gomes, ao Campo de Santa Clara.

",-,1,33d725c6-452d-4d79-9f0f-e8e5e9e220a5
-9.156411594559602,38.73203109803665,139,269,9,A Justiça,Rua Marquês de Fronteira,,,,,"Peça em bronze,que representa A Justiça através de dois cavalos e figura feminina, assentes sobre base de pedra, na qual pode ler-se a seguinte inscrição: ""PELA CULTURA DO ESPÍRITO/O DOMÍNIO DA FORÇA"". Executada por Leopoldo de Almeida, foi inaugurada,em 1982, junto ao Palácio da Justiça.
",-,1,e77a0bd2-3db7-4ac3-8072-2d43d626df2a
-9.154178118658587,38.731043981833039,140,125,9,Maternidade,"Alameda  Cardeal Cerejeira, Jardim Amália Rodrigues",,,,,"Esta escultura de bronze assente sobre base paralelepipédica em betão revestido a lioz, simboliza a maternidade, representada através de uma mãe com o filho ao colo. Obra do escultor Fernando Botero, executada em 1989, foi inaugurada, por iniciativa camarária, em 18 de abril de 1999, no Jardim Amália Rodrigues.

",-,1,45643aca-4b93-4b80-9db6-3b7c4777a7f7
-9.144093369869292,38.715211368894551,141,131,9,D. João de Castro,"Rua de São Pedro de Alcântara, Jardim António Nobre",,,,,"Do conjunto de bustos de temática clássica e da História de Portugal, localizados no segundo tabuleiro do Jardim António Nobre ou Jardim de São Pedro de Alcântara, este busto decorativo de João de Castro, 14º Governador e 4º Vice-Rei da India, foi executado em pedra, por autor desconhecido, assentando sobre pedestal, também em pedra.

",-,1,780bd951-6ea2-4c2a-a829-60346d8c370b
-9.095762280123378,38.767559627839809,142,205,9,O Sol Humano,"Alameda dos Oceanos, (Parque das Nações)",,,,,"Escultura abstracta que relaciona a figura humana com o Sol, através de uma estrutura vagamente antropomórfica, ao longo da qual ascendem formas angulosas de hastes e meias-luas, evocando uma figura humana. Da autoria de Jorge Vieira, esta peça monumental, executada em aço corten e pintada com óxido de ferro, que atinge os 20 metros de altura e 15 toneladas de peso, foi inaugurada, em 1998, na Alameda dos Oceanos, em frente ao Rossio dos Olivais e junto ao Centro Comercial Vasco da Gama, no Parque das Nações.

",-,0,7601cd6a-5c32-4626-a607-6a79d0073c73
